1.813170811187596376e+00,1.410143187707999735e+00,1.000000000000000000e+00
4.050218180150240599e+00,1.012341818795354120e+00,1.000000000000000000e+00
5.326461719661352845e-01,9.504736000663001061e-01,1.000000000000000000e+00
1.995654608185604806e+00,-1.120012384145434581e-01,1.000000000000000000e+00
3.339786247891492810e+00,-1.506081199776607260e+00,1.000000000000000000e+00
4.045343401150267582e+00,-6.483245262871571990e-01,1.000000000000000000e+00
2.386446417152636723e+00,-2.845210286746824302e-01,1.000000000000000000e+00
2.828353851528488949e+00,-6.850041121044728731e-01,1.000000000000000000e+00
1.506818788872677395e+00,7.146745273971404355e-01,1.000000000000000000e+00
1.902985841439930326e+00,-1.425598233241573753e+00,1.000000000000000000e+00
5.541815929901976467e+00,-5.228545149944410220e+00,1.000000000000000000e+00
1.552104356306311939e+00,-5.125933201632546510e-01,1.000000000000000000e+00
-2.086084975677446884e-01,1.364331321863170965e+00,1.000000000000000000e+00
2.699492727022402949e+00,-1.542794098464886465e+00,1.000000000000000000e+00
2.929809389869306280e+00,1.530855088255931529e+00,1.000000000000000000e+00
3.101799365427237998e+00,-1.116873761788833352e+00,1.000000000000000000e+00
1.900305811021393509e+00,-3.812505052430007702e+00,1.000000000000000000e+00
3.317815850000465971e+00,-2.003582843242063927e+00,1.000000000000000000e+00
2.943753227602195377e+00,9.372012129728279906e-01,1.000000000000000000e+00
2.951475357054834880e+00,-2.272209653164039445e+00,1.000000000000000000e+00
2.518040467805622740e+00,-3.810933131849874478e+00,1.000000000000000000e+00
5.980357150258864607e+00,-3.318682985598466306e+00,1.000000000000000000e+00
2.932962484888880006e+00,-2.524829128753517171e+00,1.000000000000000000e+00
4.592729217041458867e+00,-3.138777795085544220e+00,1.000000000000000000e+00
4.026111211740296625e+00,-4.150494964186358438e+00,1.000000000000000000e+00
3.963070624720938628e+00,-2.756071989664862443e+00,1.000000000000000000e+00
2.288932782563600554e+00,-2.861719400142388903e+00,1.000000000000000000e+00
